search_term,match_rank,loinc,loinc_url,status,long_common_name,short_name,class_type,component,property,time_aspect,system,scale_type,method_type,example_units,class
Serum Total Protein,24,48615-9,https://loinc.org/48615-9,ACTIVE,Insulin.free and Insulin.total panel [Units/volume] - Serum or Plasma,Insulin.free+total Pnl SerPl-aCnc,1,Insulin.free & Insulin.total panel,ACnc,Pt,Ser/Plas,Qn,,,PANEL.CHEM
Serum Total Protein,25,14337-0,https://loinc.org/14337-0,ACTIVE,Phenytoin.total/Phenytoin.free [Mass Ratio] in Serum or Plasma,Phenytoin Total/Free SerPl,1,Phenytoin.total/Phenytoin.free,MRto,Pt,Ser/Plas,Qn,,,DRUG/TOX
Serum Total Protein,26,56154-8,https://loinc.org/56154-8,ACTIVE,Protein.abnormal band/Protein.total in Serum or Plasma by Electrophoresis,Abn Prot MFr SerPl Elph,1,Protein.abnormal band/Protein.total,MFr,Pt,Ser/Plas,Qn,Electrophoresis,%,CHEM
Serum Total Protein,27,74359-1,https://loinc.org/74359-1,ACTIVE,Cholesterol ester transfer protein actual/normal in Serum or Plasma,Cholest est trnsfr prot Act/Nor SerPl,1,Cholesterol ester transfer protein actual/normal,RelACnc,Pt,Ser/Plas,Qn,,%,CHEM
Serum Total Protein,28,32281-8,https://loinc.org/32281-8,ACTIVE,Carnitine free (C0)/Carnitine.total in Serum or Plasma,Carnitine Free SFr SerPl,1,Carnitine.free (C0)/Carnitine.total,SFr,Pt,Ser/Plas,Qn,,%,CHEM
Serum Total Protein,29,10548-6,https://loinc.org/10548-6,ACTIVE,Phenytoin Free/Phenytoin.total in Serum or Plasma,Phenytoin Free MFr SerPl,1,Phenytoin.free/Phenytoin.total,MFr,Pt,Ser/Plas,Qn,,%,DRUG/TOX
Serum Total Protein,30,50681-6,https://loinc.org/50681-6,ACTIVE,Thyroxine binding protein pattern [Interpretation] in Serum or Plasma by Electrophoresis,T4BP pattern SerPl Elph-Imp,1,Thyroxine binding protein pattern,Imp,Pt,Ser/Plas,Nom,Electrophoresis,,CHEM
Serum Total Protein,31,32283-4,https://loinc.org/32283-4,ACTIVE,Valproate Free/Valproate.total in Serum or Plasma,Valproate Free MFr SerPl,1,Valproate.free/Valproate.total,MFr,Pt,Ser/Plas,Qn,,%,DRUG/TOX
Serum Total Protein,32,35706-1,https://loinc.org/35706-1,ACTIVE,Albumin/Protein.total in Serum or Plasma,Albumin MFr SerPl,1,Albumin/Protein.total,MFr,Pt,Ser/Plas,Qn,,%,CHEM
Serum Total Protein,33,44914-0,https://loinc.org/44914-0,ACTIVE,Beta globulin+Gamma globulin/Protein.total in Serum or Plasma by Electrophoresis,B+G-Globulin MFr SerPl Elph,1,Beta globulin+Gamma globulin/Protein.total,MFr,Pt,Ser/Plas,Qn,Electrophoresis,%,CHEM
Serum Total Protein,34,13882-6,https://loinc.org/13882-6,ACTIVE,Androstanolone Free/Androstanolone.total in Serum or Plasma,Androstanolone Free MFr SerPl,1,Androstanolone.free/Androstanolone.total,MFr,Pt,Ser/Plas,Qn,,%,CHEM
Serum Total Protein,35,13983-2,https://loinc.org/13983-2,ACTIVE,Gamma globulin/Protein.total in Serum or Plasma by Electrophoresis,Gamma glob MFr SerPl Elph,1,Gamma globulin/Protein.total,MFr,Pt,Ser/Plas,Qn,Electrophoresis,%,CHEM
Serum Total Protein,36,34545-4,https://loinc.org/34545-4,ACTIVE,carBAMazepine free and total panel [Mass/volume] - Serum or Plasma,carBAMazepine free+tot Pnl SerPl-mCnc,1,carBAMazepine free & total panel,MCnc,Pt,Ser/Plas,Qn,,,PANEL.DRUG/TOX
Serum Total Protein,37,78434-8,https://loinc.org/78434-8,ACTIVE,"carBAMazepine free and total trough and 10,11-Epoxide panel - Serum or Plasma",Carbmzpn Trgh + Metab Pnl SerPl,1,"carBAMazepine free & total trough & 10,11-Epoxide panel",-,Pt,Ser/Plas,Qn,,,PANEL.DRUG/TOX
Serum Total Protein,38,15432-8,https://loinc.org/15432-8,ACTIVE,Testosterone Free/Testosterone.total in Serum or Plasma,Testost Free MFr SerPl,1,Testosterone.free/Testosterone.total,MFr,Pt,Ser/Plas,Qn,,%,CHEM
Serum Total Protein,40,72582-0,https://loinc.org/72582-0,ACTIVE,Gamma globulin/Protein.total [Pure mass fraction] in Serum or Plasma by Electrophoresis,Gamma glob MFr.DF SerPl Elph,1,Gamma globulin/Protein.total,MFr.DF,Pt,Ser/Plas,Qn,Electrophoresis,,CHEM
Serum Total Protein,41,13982-4,https://loinc.org/13982-4,ACTIVE,Beta globulin/Protein.total in Serum or Plasma by Electrophoresis,B-Globulin MFr SerPl Elph,1,Beta globulin/Protein.total,MFr,Pt,Ser/Plas,Qn,Electrophoresis,%,CHEM
Serum Total Protein,42,72586-1,https://loinc.org/72586-1,ACTIVE,Beta globulin/Protein.total [Pure mass fraction] in Serum or Plasma by Electrophoresis,B-Globulin MFr.DF SerPl Elph,1,Beta globulin/Protein.total,MFr.DF,Pt,Ser/Plas,Qn,Electrophoresis,,CHEM
Serum Total Protein,45,72576-2,https://loinc.org/72576-2,ACTIVE,Prostate Specific Ag Free/Prostate specific Ag.total [Pure mass fraction] in Serum or Plasma,PSA Free MFr.DF SerPl,1,Prostate specific Ag.free/Prostate specific Ag.total,MFr.DF,Pt,Ser/Plas,Qn,,,CHEM
Serum Total Protein,46,12841-3,https://loinc.org/12841-3,ACTIVE,Prostate Specific Ag Free/Prostate specific Ag.total in Serum or Plasma,PSA Free MFr SerPl,1,Prostate specific Ag.free/Prostate specific Ag.total,MFr,Pt,Ser/Plas,Qn,,%,CHEM
Serum Total Protein,47,13980-8,https://loinc.org/13980-8,ACTIVE,Albumin/Protein.total in Serum or Plasma by Electrophoresis,Albumin MFr SerPl Elph,1,Albumin/Protein.total,MFr,Pt,Ser/Plas,Qn,Electrophoresis,%,CHEM
Serum Total Protein,48,72598-6,https://loinc.org/72598-6,ACTIVE,Albumin/Protein.total [Pure mass fraction] in Serum or Plasma by Electrophoresis,Albumin MFr.DF SerPl Elph,1,Albumin/Protein.total,MFr.DF,Pt,Ser/Plas,Qn,Electrophoresis,,CHEM
Serum Total Protein,49,32852-6,https://loinc.org/32852-6,ACTIVE,carBAMazepine free/carBAMazepine.total in Serum or Plasma,carBAMazepine free MFr SerPl,1,carBAMazepine.free/carBAMazepine.total,MFr,Pt,Ser/Plas,Qn,,%,DRUG/TOX
Serum Total Protein,50,53590-6,https://loinc.org/53590-6,ACTIVE,Gamma globulin.abnormal band/Protein.total in Serum or Plasma by Electrophoresis,Gamma glob abnormal MFr SerPl Elph,1,Gamma globulin.abnormal band/Protein.total,MFr,Pt,Ser/Plas,Qn,Electrophoresis,%,CHEM
Serum Sodium (Na+),1,96293-6,https://loinc.org/96293-6,ACTIVE,Sodium nitrite IgE Ab [Units/volume] in Serum,Sodium nitrite IgE Qn,1,Sodium nitrite Ab.IgE,ACnc,Pt,Ser,Qn,,kIU/L,ALLERGY
Serum Sodium (Na+),3,2951-2,https://loinc.org/2951-2,ACTIVE,Sodium [Moles/volume] in Serum or Plasma,Sodium SerPl-sCnc,1,Sodium,SCnc,Pt,Ser/Plas,Qn,,mmol/L,CHEM
Serum Sodium (Na+),4,49135-7,https://loinc.org/49135-7,ACTIVE,Fractional excretion of sodium [Ratio] in Urine and Serum or Plasma,Fract excret Na Ur+SerPl-Rto,1,Fractional excretion of sodium,Ratio,Pt,Urine+Ser/Plas,Qn,,%,CHEM
Serum Sodium (Na+),5,16527-4,https://loinc.org/16527-4,ACTIVE,Calcium/Sodium [Mass Ratio] in Serum or Plasma,Calcium/Sodium SerPl,1,Calcium/Sodium,MRto,Pt,Ser/Plas,Qn,,,CHEM
Serum Sodium (Na+),6,44783-9,https://loinc.org/44783-9,ACTIVE,Sodium [Moles/volume] (Maximum value during study) in Serum or Plasma,Sodium (Study max) SerPl-sCnc,1,Sodium,SCnc,Stdy^max,Ser/Plas,Qn,,mmol/L,CHEM
Serum Sodium (Na+),7,28003-2,https://loinc.org/28003-2,ACTIVE,Sodium/Potassium [Molar ratio] in Serum or Plasma,Sodium/Potassium SerPl-sRto,1,Sodium/Potassium,SRto,Pt,Ser/Plas,Qn,,,CHEM
Serum Sodium (Na+),8,56711-5,https://loinc.org/56711-5,ACTIVE,Sodium benzoate IgE Ab [Units/volume] in Serum,Sodium benzoate IgE Qn,1,Sodium benzoate Ab.IgE,ACnc,Pt,Ser,Qn,,kIU/L,ALLERGY
Serum Sodium (Na+),9,74688-3,https://loinc.org/74688-3,ACTIVE,Sodium [Moles/volume] in Serum or Plasma --post dialysis,Sodium p dialysis SerPl-sCnc,1,Sodium^post dialysis,SCnc,Pt,Ser/Plas,Qn,,mmol/L,CHEM
Serum Sodium (Na+),10,34548-8,https://loinc.org/34548-8,ACTIVE,Sodium and Potassium panel [Moles/volume] - Serum or Plasma,Sodium + Potassium Pnl SerPl-sCnc,1,Sodium & Potassium panel,SCnc,Pt,Ser/Plas,Qn,,,PANEL.CHEM
Serum Sodium (Na+),11,77139-4,https://loinc.org/77139-4,ACTIVE,"Sodium [Moles/volume] in Serum, Plasma or Blood",Sodium SerPlBld-sCnc,1,Sodium,SCnc,Pt,Ser/Plas/Bld,Qn,,mmol/L,CHEM
Serum Sodium (Na+),12,51419-0,https://loinc.org/51419-0,ACTIVE,Sodium [Moles/volume] corrected for glucose in Serum or Plasma,Sodium Glucose cor SerPl-sCnc,1,Sodium^^corrected for glucose,SCnc,Pt,Ser/Plas,Qn,,mmol/L,CHEM
Serum Sodium (Na+),13,2957-9,https://loinc.org/2957-9,ACTIVE,Sodium renal clearance in 24 hour Urine and Serum or Plasma,Sodium Cl 24h Ur+SerPl-vRate,1,Sodium renal clearance,VRat,24H,Urine+Ser/Plas,Qn,,mL/min,CHEM
Serum Sodium (Na+),14,26761-7,https://loinc.org/26761-7,ACTIVE,Sodium renal clearance in 2 hour Urine and Serum or Plasma,Sodium Cl 2h Ur+SerPl-vRate,1,Sodium renal clearance,VRat,2H,Urine+Ser/Plas,Qn,,mL/min,CHEM
Serum Sodium (Na+),15,93997-5,https://loinc.org/93997-5,ACTIVE,Sodium [Moles/volume] in Serum or Plasma --1 hour post dose vasopressin,Sodium 1h p Vaso SerPl-sCnc,1,Sodium^1H post dose vasopressin,SCnc,Pt,Ser/Plas,Qn,,mmol/L,CHAL
Serum Sodium (Na+),16,94006-4,https://loinc.org/94006-4,ACTIVE,Sodium [Moles/volume] in Serum or Plasma --2 hours post dose vasopressin,Sodium 2h p Vaso SerPl-sCnc,1,Sodium^2H post dose vasopressin,SCnc,Pt,Ser/Plas,Qn,,mmol/L,CHAL
Serum Sodium (Na+),17,3329-0,https://loinc.org/3329-0,ACTIVE,Aminosalicylate [Mass/volume] in Serum or Plasma,Aminosalicylate SerPl-mCnc,1,Aminosalicylate,MCnc,Pt,Ser/Plas,Qn,,,DRUG/TOX
Serum Sodium (Na+),18,98043-3,https://loinc.org/98043-3,ACTIVE,5-Aminosalicylate IgE Ab [Units/volume] in Serum,5-ASA IgE Qn,1,5-Aminosalicylate Ab.IgE,ACnc,Pt,Ser,Qn,,kIU/L,ALLERGY
"Serum Calcium, Total",1,34907-6,https://loinc.org/34907-6,ACTIVE,Calcium [Mass/volume] corrected for total protein in Serum or Plasma,Calcium TP cor SerPl-mCnc,1,Calcium^^corrected for total protein,MCnc,Pt,Ser/Plas,Qn,,mg/dL,CHEM
"Serum Calcium, Total",3,18281-6,https://loinc.org/18281-6,ACTIVE,Calcium [Moles/volume] corrected for total protein in Serum or Plasma,Calcium TP cor SerPl-sCnc,1,Calcium^^corrected for total protein,SCnc,Pt,Ser/Plas,Qn,,mmol/L,CHEM
"Serum Calcium, Total",4,49935-0,https://loinc.org/49935-0,ACTIVE,Calcium.ionized/Calcium.total corrected for albumin in Serum or Plasma,Ca-I Album cor MFr SerPl,1,Calcium.ionized/Calcium.total^^corrected for albumin,MFr,Pt,Ser/Plas,Qn,,%,CHEM
"Serum Calcium, Total",5,16525-8,https://loinc.org/16525-8,ACTIVE,Calcium/Phosphate [Mass Ratio] in Serum or Plasma,Calcium/Phosphate SerPl,1,Calcium/Phosphate,MRto,Pt,Ser/Plas,Qn,,,CHEM
"Serum Calcium, Total",6,1380-5,https://loinc.org/1380-5,ACTIVE,Calcium/Phosphate parathyroid-challenge test [Mass Ratio] in Serum,Calcium/Phos PTH Chall Ser,1,Calcium/Phosphate parathyroid-challenge test,MRto,Pt,Ser,Qn,,,CHAL
Serum T3,2,57899-7,https://loinc.org/57899-7,ACTIVE,Triiodothyronine (T3)/Triiodothyronine (T3).reverse [Ratio] in Serum or Plasma,T3/T3Reverse SerPl-Rto,1,Triiodothyronine/Triiodothyronine.reverse,Ratio,Pt,Ser/Plas,Qn,,,CHEM
Serum T3,3,3053-6,https://loinc.org/3053-6,ACTIVE,Triiodothyronine (T3) [Mass/volume] in Serum or Plasma,T3 SerPl-mCnc,1,Triiodothyronine,MCnc,Pt,Ser/Plas,Qn,,ng/dL; ng/mL,CHEM
Serum T3,5,14930-2,https://loinc.org/14930-2,ACTIVE,Triiodothyronine (T3) [Moles/volume] in Serum or Plasma,T3 SerPl-sCnc,1,Triiodothyronine,SCnc,Pt,Ser/Plas,Qn,,nmol/L,CHEM
Serum T3,6,14928-6,https://loinc.org/14928-6,ACTIVE,Triiodothyronine (T3) Free [Moles/volume] in Serum or Plasma,T3Free SerPl-sCnc,1,Triiodothyronine.free,SCnc,Pt,Ser/Plas,Qn,,pmol/L,CHEM
Serum T3,7,14929-4,https://loinc.org/14929-4,ACTIVE,Triiodothyronine (T3).reverse [Moles/volume] in Serum or Plasma,T3Reverse SerPl-sCnc,1,Triiodothyronine.reverse,SCnc,Pt,Ser/Plas,Qn,,nmol/L,CHEM
Serum T3,8,83124-8,https://loinc.org/83124-8,ACTIVE,Triiodothyronine (T3) [Mass/volume] in Serum or Plasma by Immunoassay,T3 SerPl IA-mCnc,1,Triiodothyronine,MCnc,Pt,Ser/Plas,Qn,IA,ng/mL,CHEM
Serum T3,9,83125-5,https://loinc.org/83125-5,ACTIVE,Triiodothyronine (T3) [Moles/volume] in Serum or Plasma by Immunoassay,T3 SerPl IA-sCnc,1,Triiodothyronine,SCnc,Pt,Ser/Plas,Qn,IA,nmol/mL,CHEM
Serum T3,10,3051-0,https://loinc.org/3051-0,ACTIVE,Triiodothyronine (T3) Free [Mass/volume] in Serum or Plasma,T3Free SerPl-mCnc,1,Triiodothyronine.free,MCnc,Pt,Ser/Plas,Qn,,ng/L;pg/mL,CHEM
Serum T3,12,3052-8,https://loinc.org/3052-8,ACTIVE,Triiodothyronine (T3).reverse [Mass/volume] in Serum or Plasma,T3Reverse SerPl-mCnc,1,Triiodothyronine.reverse,MCnc,Pt,Ser/Plas,Qn,,ng/mL; pg/mL,CHEM
Serum T3,13,5396-7,https://loinc.org/5396-7,ACTIVE,Triiodothyronine (T3) Ab [Units/volume] in Serum,T3 Ab Ser-aCnc,1,Triiodothyronine Ab,ACnc,Pt,Ser,Qn,,,SERO
Serum T3,14,43172-6,https://loinc.org/43172-6,ACTIVE,Triiodothyronine (T3) Ab [Presence] in Serum,T3 Ab Ser Ql,1,Triiodothyronine Ab,PrThr,Pt,Ser,Ord,,,SERO
Serum T3,15,3050-2,https://loinc.org/3050-2,ACTIVE,Triiodothyronine resin uptake (T3RU) in Serum or Plasma,T3RU NFr SerPl,1,Triiodothyronine resin uptake (T3RU),NFr,Pt,Ser/Plas,Qn,,%,CHEM
Serum T3,16,29239-1,https://loinc.org/29239-1,ACTIVE,Triiodothyronine (T3) Free [Mass/volume] in Serum or Plasma by Dialysis,T3Free SerPl Dialy-mCnc,1,Triiodothyronine.free,MCnc,Pt,Ser/Plas,Qn,Dialysis,pg/dL,CHEM
Serum T3,17,58840-0,https://loinc.org/58840-0,ACTIVE,Triiodothyronine (T3) Free [Mass/volume] in Serum or Plasma --baseline,T3Free BS SerPl-mCnc,1,Triiodothyronine.free^baseline,MCnc,Pt,Ser/Plas,Qn,,pg/mL,CHAL
Serum T3,18,83127-1,https://loinc.org/83127-1,ACTIVE,Triiodothyronine (T3) Free [Mass/volume] in Serum or Plasma by Immunoassay,T3Free SerPl IA-mCnc,1,Triiodothyronine.free,MCnc,Pt,Ser/Plas,Qn,IA,pg/mL,CHEM
Serum T3,19,83126-3,https://loinc.org/83126-3,ACTIVE,Triiodothyronine (T3) Free [Moles/volume] in Serum or Plasma by Immunoassay,T3Free SerPl IA-sCnc,1,Triiodothyronine.free,SCnc,Pt,Ser/Plas,Qn,IA,pmol/L,CHEM
Serum T3,20,12954-4,https://loinc.org/12954-4,ACTIVE,Triiodothyronine (T3) [Mass/volume] in Serum or Plasma --3rd specimen post XXX challenge,T3 sp3 p chal SerPl-mCnc,1,Triiodothyronine^3rd specimen post XXX challenge,MCnc,Pt,Ser/Plas,Qn,,ng/dL; ng/mL,CHAL
Serum T3,21,47192-0,https://loinc.org/47192-0,ACTIVE,Triiodothyronine (T3) [Moles/volume] in Serum or Plasma --3rd specimen post XXX challenge,T3 sp3 p chal SerPl-sCnc,1,Triiodothyronine^3rd specimen post XXX challenge,SCnc,Pt,Ser/Plas,Qn,,pmol/L;nmol/L,CHAL
Serum T3,22,12955-1,https://loinc.org/12955-1,ACTIVE,Triiodothyronine (T3) [Mass/volume] in Serum or Plasma --4th specimen post XXX challenge,T3 sp4 p chal SerPl-mCnc,1,Triiodothyronine^4th specimen post XXX challenge,MCnc,Pt,Ser/Plas,Qn,,ng/dL; ng/mL,CHAL
Serum T3,23,47193-8,https://loinc.org/47193-8,ACTIVE,Triiodothyronine (T3) [Moles/volume] in Serum or Plasma --4th specimen post XXX challenge,T3 sp4 p chal SerPl-sCnc,1,Triiodothyronine^4th specimen post XXX challenge,SCnc,Pt,Ser/Plas,Qn,,pmol/L;nmol/L,CHAL
Serum T3,24,12956-9,https://loinc.org/12956-9,ACTIVE,Triiodothyronine (T3) [Mass/volume] in Serum or Plasma --5th specimen post XXX challenge,T3 sp5 p chal SerPl-mCnc,1,Triiodothyronine^5th specimen post XXX challenge,MCnc,Pt,Ser/Plas,Qn,,ng/dL; ng/mL,CHAL
Serum T3,25,47194-6,https://loinc.org/47194-6,ACTIVE,Triiodothyronine (T3) [Moles/volume] in Serum or Plasma --5th specimen post XXX challenge,T3 sp5 p chal SerPl-sCnc,1,Triiodothyronine^5th specimen post XXX challenge,SCnc,Pt,Ser/Plas,Qn,,pmol/L;nmol/L,CHAL
Serum T3,26,12957-7,https://loinc.org/12957-7,ACTIVE,Triiodothyronine (T3) [Mass/volume] in Serum or Plasma --6th specimen post XXX challenge,T3 sp6 p chal SerPl-mCnc,1,Triiodothyronine^6th specimen post XXX challenge,MCnc,Pt,Ser/Plas,Qn,,ng/dL; ng/mL,CHAL
Serum T3,27,47195-3,https://loinc.org/47195-3,ACTIVE,Triiodothyronine (T3) [Moles/volume] in Serum or Plasma --6th specimen post XXX challenge,T3 sp6 p chal SerPl-sCnc,1,Triiodothyronine^6th specimen post XXX challenge,SCnc,Pt,Ser/Plas,Qn,,pmol/L;nmol/L,CHAL
Serum T3,28,12959-3,https://loinc.org/12959-3,ACTIVE,Triiodothyronine (T3) [Mass/volume] in Serum or Plasma --8th specimen post XXX challenge,T3 sp8 p chal SerPl-mCnc,1,Triiodothyronine^8th specimen post XXX challenge,MCnc,Pt,Ser/Plas,Qn,,ng/dL; ng/mL,CHAL
Serum T3,29,47197-9,https://loinc.org/47197-9,ACTIVE,Triiodothyronine (T3) [Moles/volume] in Serum or Plasma --8th specimen post XXX challenge,T3 sp8 p chal SerPl-sCnc,1,Triiodothyronine^8th specimen post XXX challenge,SCnc,Pt,Ser/Plas,Qn,,pmol/L;nmol/L,CHAL
Serum T3,31,3054-4,https://loinc.org/3054-4,ACTIVE,Triiodothyronine (T3).true [Mass/volume] in Serum or Plasma,T3True SerPl-mCnc,1,Triiodothyronine.true,MCnc,Pt,Ser/Plas,Qn,,pg/mL,CHEM
Serum T3,32,58839-2,https://loinc.org/58839-2,ACTIVE,Triiodothyronine (T3) Free [Mass/volume] in Serum or Plasma --3 hours post XXX challenge,T3Free 3h p chal SerPl-mCnc,1,Triiodothyronine.free^3H post XXX challenge,MCnc,Pt,Ser/Plas,Qn,,pg/mL,CHAL
Serum T3,33,40327-9,https://loinc.org/40327-9,ACTIVE,Triiodothyronine (T3) Free [Moles/volume] in Serum or Plasma --pre dose triple bolus,T3Free pre Triple Bolus SerPl-sCnc,1,Triiodothyronine.free^pre dose triple bolus,SCnc,Pt,Ser/Plas,Qn,,pmol/L;nmol/L,CHAL
Serum T3,34,65351-9,https://loinc.org/65351-9,ACTIVE,Triiodothyronine (T3) Free [Moles/volume] in Serum or Plasma --pre or post XXX challenge,T3Free pre/p chal SerPl-sCnc,1,Triiodothyronine.free^pre or post XXX challenge,SCnc,Pt,Ser/Plas,Qn,,pmol/L,CHAL
Serum T3,35,98015-1,https://loinc.org/98015-1,ACTIVE,Triiodothyronine (T3) [Moles/volume] in Serum or Plasma --1st specimen post XXX challenge,T3 sp1 p chal SerPl-sCnc,1,Triiodothyronine^1st specimen post XXX challenge,SCnc,Pt,Ser/Plas,Qn,,nmol/L,CHAL
Serum T3,36,12953-6,https://loinc.org/12953-6,ACTIVE,Triiodothyronine (T3) [Mass/volume] in Serum or Plasma --2nd specimen post XXX challenge,T3 sp2 p chal SerPl-mCnc,1,Triiodothyronine^2nd specimen post XXX challenge,MCnc,Pt,Ser/Plas,Qn,,ng/dL; ng/mL,CHAL
Serum T3,37,47191-2,https://loinc.org/47191-2,ACTIVE,Triiodothyronine (T3) [Moles/volume] in Serum or Plasma --2nd specimen post XXX challenge,T3 sp2 p chal SerPl-sCnc,1,Triiodothyronine^2nd specimen post XXX challenge,SCnc,Pt,Ser/Plas,Qn,,pmol/L;nmol/L,CHAL
Serum T3,38,12958-5,https://loinc.org/12958-5,ACTIVE,Triiodothyronine (T3) [Mass/volume] in Serum or Plasma --7th specimen post XXX challenge,T3 sp7 p chal SerPl-mCnc,1,Triiodothyronine^7th specimen post XXX challenge,MCnc,Pt,Ser/Plas,Qn,,ng/dL; ng/mL,CHAL
Serum T3,39,47196-1,https://loinc.org/47196-1,ACTIVE,Triiodothyronine (T3) [Moles/volume] in Serum or Plasma --7th specimen post XXX challenge,T3 sp7 p chal SerPl-sCnc,1,Triiodothyronine^7th specimen post XXX challenge,SCnc,Pt,Ser/Plas,Qn,,pmol/L;nmol/L,CHAL
Serum T3,40,70152-4,https://loinc.org/70152-4,ACTIVE,Triiodothyronine (T3)/Thyroxine (T4) [Mass Ratio] in Serum or Plasma,T3/T4 SerPl,1,Triiodothyronine/Thyroxine,MRto,Pt,Ser/Plas,Qn,,,CHEM
Serum T3,41,25803-8,https://loinc.org/25803-8,ACTIVE,Triiodothyronine (T3) Free [Moles/volume] in Serum or Plasma --1st specimen post XXX challenge,T3Free sp1 p chal SerPl-sCnc,1,Triiodothyronine.free^1st specimen post XXX challenge,SCnc,Pt,Ser/Plas,Qn,,pmol/L;nmol/L,CHAL
Serum T3,42,40295-8,https://loinc.org/40295-8,ACTIVE,Triiodothyronine (T3) Free [Moles/volume] in Serum or Plasma --2 hours post XXX challenge,T3Free 2h p chal SerPl-sCnc,1,Triiodothyronine.free^2H post XXX challenge,SCnc,Pt,Ser/Plas,Qn,,pmol/L;nmol/L,CHAL
Serum T3,43,25804-6,https://loinc.org/25804-6,ACTIVE,Triiodothyronine (T3) Free [Moles/volume] in Serum or Plasma --2nd specimen post XXX challenge,T3Free sp2 p chal SerPl-sCnc,1,Triiodothyronine.free^2nd specimen post XXX challenge,SCnc,Pt,Ser/Plas,Qn,,pmol/L;nmol/L,CHAL
Serum T3,44,25805-3,https://loinc.org/25805-3,ACTIVE,Triiodothyronine (T3) Free [Moles/volume] in Serum or Plasma --3rd specimen post XXX challenge,T3Free sp3 p chal SerPl-sCnc,1,Triiodothyronine.free^3rd specimen post XXX challenge,SCnc,Pt,Ser/Plas,Qn,,pmol/L;nmol/L,CHAL
Serum T3,45,25806-1,https://loinc.org/25806-1,ACTIVE,Triiodothyronine (T3) Free [Moles/volume] in Serum or Plasma --4th specimen post XXX challenge,T3Free sp4 p chal SerPl-sCnc,1,Triiodothyronine.free^4th specimen post XXX challenge,SCnc,Pt,Ser/Plas,Qn,,pmol/L;nmol/L,CHAL
Serum T3,46,25807-9,https://loinc.org/25807-9,ACTIVE,Triiodothyronine (T3) Free [Moles/volume] in Serum or Plasma --5th specimen post XXX challenge,T3Free sp5 p chal SerPl-sCnc,1,Triiodothyronine.free^5th specimen post XXX challenge,SCnc,Pt,Ser/Plas,Qn,,pmol/L;nmol/L,CHAL
Serum T3,47,25808-7,https://loinc.org/25808-7,ACTIVE,Triiodothyronine (T3) Free [Moles/volume] in Serum or Plasma --6th specimen post XXX challenge,T3Free sp6 p chal SerPl-sCnc,1,Triiodothyronine.free^6th specimen post XXX challenge,SCnc,Pt,Ser/Plas,Qn,,pmol/L;nmol/L,CHAL
Serum T3,48,25809-5,https://loinc.org/25809-5,ACTIVE,Triiodothyronine (T3) Free [Moles/volume] in Serum or Plasma --7th specimen post XXX challenge,T3Free sp7 p chal SerPl-sCnc,1,Triiodothyronine.free^7th specimen post XXX challenge,SCnc,Pt,Ser/Plas,Qn,,pmol/L;nmol/L,CHAL
Serum T3,49,25810-3,https://loinc.org/25810-3,ACTIVE,Triiodothyronine (T3) Free [Moles/volume] in Serum or Plasma --8th specimen post XXX challenge,T3Free sp8 p chal SerPl-sCnc,1,Triiodothyronine.free^8th specimen post XXX challenge,SCnc,Pt,Ser/Plas,Qn,,pmol/L;nmol/L,CHAL
Serum T3,50,25811-1,https://loinc.org/25811-1,ACTIVE,Triiodothyronine (T3) Free [Moles/volume] in Serum or Plasma --9th specimen post XXX challenge,T3Free sp9 p chal SerPl-sCnc,1,Triiodothyronine.free^9th specimen post XXX challenge,SCnc,Pt,Ser/Plas,Qn,,pmol/L;nmol/L,CHAL
Abs. Eosinophils,1,26449-9,https://loinc.org/26449-9,ACTIVE,Eosinophils [#/volume] in Blood,Eosinophil # Bld,1,Eosinophils,NCnc,Pt,Bld,Qn,,/uL,HEM/BC
Abs. Eosinophils,2,74404-5,https://loinc.org/74404-5,ACTIVE,Eosinophils [#/volume] in Cord blood,Eosinophil # BldCo,1,Eosinophils,NCnc,Pt,BldCo,Qn,,10*9/L,HEM/BC
Abs. Eosinophils,3,67829-2,https://loinc.org/67829-2,ACTIVE,Eosinophils [#/volume] in Pericardial fluid,Eosinophil # Pcar,1,Eosinophils,NCnc,Pt,Pericard fld,Qn,,10*6/L,HEM/BC
Abs. Eosinophils,4,35061-1,https://loinc.org/35061-1,ACTIVE,Eosinophils [#/volume] in Peritoneal fluid,Eosinophil # Prt,1,Eosinophils,NCnc,Pt,Periton fld,Qn,,10*3/uL,HEM/BC
Abs. Eosinophils,5,35062-9,https://loinc.org/35062-9,ACTIVE,Eosinophils [#/volume] in Pleural fluid,Eosinophil # Plr,1,Eosinophils,NCnc,Pt,Plr fld,Qn,,10*3/uL,HEM/BC
Abs. Eosinophils,6,712-0,https://loinc.org/712-0,ACTIVE,Eosinophils [#/volume] in Blood by Manual count,Eosinophil # Bld Manual,1,Eosinophils,NCnc,Pt,Bld,Qn,Manual count,10*9/L,HEM/BC
Abs. Eosinophils,7,34958-9,https://loinc.org/34958-9,ACTIVE,Eosinophils [#/volume] in Cerebral spinal fluid,Eosinophil # CSF,1,Eosinophils,NCnc,Pt,CSF,Qn,,10*3/uL,HEM/BC
Abs. Eosinophils,8,711-2,https://loinc.org/711-2,ACTIVE,Eosinophils [#/volume] in Blood by Automated count,Eosinophil # Bld Auto,1,Eosinophils,NCnc,Pt,Bld,Qn,Automated count,10*9/L,HEM/BC
